RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
51,09/04/2020 14:40,week 1,2,0,0, , , ,Yes,Somewhat difficult,Very willing,Frequently,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045430863,Male,32,Southern Region,5,1,Part time employment, , , , , 
52,09/04/2020 14:43,week 1,3,10,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Frequently,Sometimes,Sometimes,Frequently,Always,Sometimes,Sometimes,Not at all,Frequently,Always,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.156659211,Female,33,Central Region,3,1,Full time employment, , , , , 
53,09/04/2020 14:45,week 1,2,2,2, , , ,No,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,Not sure,No,No,No,No,No,Yes, ,0.998342683,Male,53,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,3,Full time employment, , , , , 
54,09/04/2020 14:47,week 1,2,3,3, , , ,No,Not sure,Not sure,Always,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Always,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Rarely,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.086723761,Female,40,Central Region,8 or more,3,Not working, , , , , 
55,09/04/2020 14:57,week 1,6,10,2, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Not at all,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,10,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,?????????????????????????????????????????,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982788982,Female,35,Southern Region,6,3,Full time employment, , , , , 
56,09/04/2020 14:58,week 1,2,2,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Sometimes,Sometimes, ,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Frequently,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.964423109,Female,25,Northern Region,8 or more,4,Other, , , , , 
57,09/04/2020 14:58,week 1,70,14,1, , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Always, ,Always,Always,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Always,Sometimes,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.918228098,Female,33,Northeastern Region,3,1,Other, , , , , 
58,09/04/2020 15:08,week 1,2,2,3, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.916547573,Female,32,Southern Region,3,1,Other, , , , , 
59,09/04/2020 15:10,week 1,0,10,2, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Rarely,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.145750955,Female,25,Central Region,2,0,Full time student, , , , , 
60,09/04/2020 15:11,week 1,4,6,1, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Frequently,Sometimes, ,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,7,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.267517803,Female,28,Central Region,4,0,Full time employment, , , , , 
61,09/04/2020 15:15,week 1,1,1,3, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,???????????????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.135592475,Male,39,Central Region,2,2,Full time employment, , , , , 
62,09/04/2020 15:17,week 1,1,0,1,No,Always,No,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Frequently, ,Frequently,Sometimes,Sometimes,Frequently,Frequently,Rarely,Always,Sometimes,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.942442916,Female,41,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,0,Full time employment, , , , , 
63,09/04/2020 15:17,week 1,4,4,1, , , ,Not sure,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Sometimes,Frequently,Always,Always, ,Frequently,Frequently,Always,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.936200796,Male,22,Northeastern Region,6,1,Full time student, , , , , 
64,09/04/2020 15:20,week 1,1,1,0, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.11795456,Female,21,Central Region,4,1,Unemployed, , , , , 
65,09/04/2020 15:42,week 1,0,0,0,No,Always,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,0.98300834,Female,38,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),1,0,Part time employment, , , , , 
66,09/04/2020 15:44,week 1,2,10,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Frequently,Frequently,Always,Always,Always,Not at all,Always,Frequently, ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974143918,Female,27,Northeastern Region,5,0,Full time employment, , , , , 
67,09/04/2020 15:45,week 1,0,0,0, , , ,No,Somewhat easy,Somewhat willing,Always,Not at all,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Always,Rarely,Frequently,Frequently,Always,Always,Always,Always,Sometimes,Always,Always,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.966964889,Female,23,Southern Region,6,3,Full time employment, , , , , 
68,09/04/2020 15:47,week 1,10,3,3, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Always,Sometimes,Frequently,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.275159342,Male,21,Central Region,3,2,Part time employment, , , , , 
69,09/04/2020 15:55,week 1,6,0,1, , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Frequently,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045430863,Male,30,Southern Region,6,2,Unemployed, , , , , 
70,09/04/2020 15:56,week 1,2,2,1, , , ,Not sure,Very easy,Somewhat willing,Frequently,Sometimes,Sometimes,Always,Frequently,Sometimes,Sometimes,Not at all,Sometimes,Rarely,Frequently,Frequently,Frequently,Sometimes,Rarely,Rarely,Sometimes,Rarely,Frequently,Sometimes,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested positive","Yes, and they tested positive", , , , , , , ,0.936200796,Male,20,Northeastern Region,Prefer not to say,2,Full time employment, , , , , 
71,09/04/2020 15:59,week 1,1,4,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Sometimes,Sometimes,Frequently,14,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960760483,Female,41,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),2,0,Full time employment, , , , , 
72,09/04/2020 16:06,week 1,2,0,0, , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Frequently,Frequently,Always,Rarely,Sometimes, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Sometimes,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.11795456,Female,21,Central Region,4,0,Unemployed, , , , , 
73,09/04/2020 16:08,week 1,2,5,2, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Always,Frequently,Frequently,Sometimes,Frequently,Sometimes,Always,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Always,Sometimes,Frequently,Frequently,Sometimes,5,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,"Yes, and I tested negative","Yes, and they have not received their results from the test yet", , , , , , , ,1.227847063,Male,42,Central Region,5,2,Part time employment, , , , , 
74,09/04/2020 16:09,week 1,0,4,2, , , ,No,Neither easy nor difficult,Somewhat willing,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.246050639,Male,36,Central Region,6,2,Full time employment, , , , , 
75,09/04/2020 16:12,week 1,3,3,6, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Rarely,Frequently,Always, ,Always,Sometimes,Sometimes,Frequently,Frequently,Always,Sometimes,Rarely,Sometimes,Frequently,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.846476872,Female,39,Northeastern Region,6,3,Unemployed, , , , , 
76,09/04/2020 16:16,week 1,1,1,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Sale,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.931087559,Female,37,Southern Region,3,1,Full time employment, , , , , 
77,09/04/2020 16:18,week 1,1,2,2, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Frequently,Always,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Always,Always,Frequently,Always,Frequently,20,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,Not sure,No,No,No,No,No,Yes, ,1.052576934,Male,22,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,2,Part time employment, , , , , 
78,09/04/2020 16:18,week 1,2,1,1, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,Always,Frequently,Sometimes,Not at all,Frequently,Frequently,Always,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.94575712,Female,25,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,1,Full time employment, , , , , 
79,09/04/2020 16:22,week 1,2,5,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??????,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.069802043,Male,36,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,1,Full time employment, , , , , 
80,09/04/2020 16:24,week 1,0,0,5, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Always,Always,Always,Always,Always, ,Always,Frequently,Frequently,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.879093923,Female,18,Northeastern Region,8 or more,5 or more,Full time student, , , , , 
81,09/04/2020 16:52,week 1,0,0,1, , , ,Yes,Very easy,Very willing,Sometimes,Frequently,Not at all,Sometimes,Frequently,Always,Frequently,Always, ,Not at all,Rarely,Not at all,Not at all,Not at all,Always,Sometimes,Not at all,Sometimes,Sometimes,Rarely,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.996701689,Female,29,Northeastern Region,7,3,Unemployed, , , , , 
82,09/04/2020 17:03,week 1,2,1,0, , , ,No,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Sometimes, ,Always,Frequently,Sometimes,Frequently,Always,Frequently,Frequently,Sometimes,Frequently,Sometimes,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.045430863,Male,26,Southern Region,7,1,Unemployed, , , , , 
83,09/04/2020 17:20,week 1,10,2,2,No,Frequently,No,Yes,Not sure,Not sure,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Always,Always, , ,Frequently,Not at all,Rarely,Always,Frequently,Rarely,Always,Rarely,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,1.190578074,Male,20,Central Region,3,0,Unemployed, , , , , 
84,09/04/2020 17:26,week 1,1,0,0, , , ,No,Very difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Always,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.022589641,Female,26,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),2,1,Full time employment, , , , , 
85,09/04/2020 17:54,week 1,3,5,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.294064351,Male,20,Central Region,5,2,Full time student, , , , , 
86,09/04/2020 18:00,week 1,3,5,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Sometimes,Frequently,Frequently, , ,Always,Frequently,Always,Always,Frequently,Sometimes,Not at all,Sometimes,Always,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.208776258,Female,23,Central Region,4,0,Full time student, , , , , 
87,09/04/2020 17:36,week 1,3,3,1, , , ,Not sure,Neither easy nor difficult,Very unwilling,Always,Always,Frequently,Always,Frequently,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,0.902826147,Female,22,Southern Region,4,3,Other, , , , , 
88,09/04/2020 18:05,week 1,5,2,6, , , ,Yes,Very easy,Very willing,Frequently,Frequently,Frequently,Always,Always,Frequently,Sometimes,Not at all, ,Not at all,Rarely,Frequently,Rarely,Rarely,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Rarely,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.227847063,Male,39,Central Region,6,1,Unemployed, , , , , 
89,09/04/2020 18:19,week 1,1,1,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970043708,Male,35,Northern Region,1,1,Full time employment, , , , , 
90,09/04/2020 18:33,week 1,2,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.931087559,Female,39,Southern Region,3,1,Unemployed, , , , , 
