RecordNo,endtime,region,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
2703,14/05/2020 08:47,Southeast,week 3,8,20,2, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Sometimes,Always,Frequently,Sometimes,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,34,7,1,Yes,No,No,No,No,No,No,6,Nearly every day,Nearly every day,Nearly every day,Nearly every day
2704,14/05/2020 08:47,North and South Central Coast,week 3,4,10,2, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Not at all,Frequently,Sometimes,Not at all,Not at all,Sometimes,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Sometimes,7,No,No,No,No,No,No,No,No,No,No,Yes,No,No,nhân viên hành chính,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,33,4,2,Yes,No,No,No,No,No,No,5,Several days,Several days,Several days,Several days
2705,14/05/2020 08:49,Red River Delta,week 3,2,2,4, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Always,Sometimes,Frequently,Frequently,Always,Always,5,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.010194793,Male,47,3,1,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Several days,Not at all
2706,14/05/2020 08:52,Red River Delta,week 3,4,43,1, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Frequently,Sometimes,Sometimes,Frequently,Rarely,Frequently,Frequently, ,Not at all,Sometimes,Rarely,Rarely,Rarely,Frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.983901189,Male,18,4,1,No,No,No,No,No,Yes,No,2,Nearly every day,Nearly every day,Nearly every day,Nearly every day
2707,14/05/2020 08:55,Red River Delta,week 3,3,100,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Sometimes,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Always,Frequently,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,21,4,0,No,No,No,No,Yes,No,No,7,Several days,Several days,More than half the days,Nearly every day
2708,14/05/2020 08:57,North and South Central Coast,week 3,5,20,5, , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Always,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Frequently,Rarely,Frequently,5,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,28,8 or more,1,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Not at all,Several days
2709,14/05/2020 09:02,Red River Delta,week 3,4,10,1, , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes, ,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,22,4,1,No,No,Yes,No,No,No,No,5,Nearly every day,Nearly every day,More than half the days,More than half the days
2710,14/05/2020 09:06,Red River Delta,week 3,5,5,2, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Sometimes,Rarely, ,Not at all,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Always,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,30,5,1,No,No,No,No,Yes,No,No,4,Nearly every day,More than half the days,Nearly every day,More than half the days
2711,14/05/2020 09:07,Southeast,week 3,2,1000,3, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Sometimes,Not at all,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Streamer,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.982348523,Male,27,6,1,No,Yes,No,No,No,No,No,10,Several days,Not at all,Not at all,Not at all
2712,14/05/2020 09:09,Red River Delta,week 3,12,8,2, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently, ,Always,Always,Always,Always,Always,Frequently,Rarely,Sometimes,Frequently,Frequently,3,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,32,4,0,Yes,No,No,No,No,No,No,7,More than half the days,Several days,More than half the days,Several days
2713,14/05/2020 09:10,Southeast,week 3,4,0,2, , , ,Yes,Very easy,Somewhat willing,Always,Always,Frequently,Always,Always,Rarely,Rarely,Sometimes, , ,Sometimes,Sometimes,Frequently,Always,Sometimes,Rarely,Always,Not at all,Sometimes,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,20,4,0,No,No,Yes,No,No,No,No,7,Not at all,Several days,More than half the days,Several days
2714,14/05/2020 09:10,Central Highlands,week 3,10,15,10, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Frequently,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , ,No,No,No,No,No,Yes, ,0.982348523,Male,32,4,2,Yes,Yes,No,No,No,No,No,5,Not at all,Prefer not to say,More than half the days,Nearly every day
2715,14/05/2020 09:12,Southeast,week 3,8,5,8,No,Always,Yes,Yes,Somewhat easy,Very willing,Always,Frequently,Always,Always,Always,Always,Rarely,Always,Rarely, ,Sometimes,Sometimes,Sometimes,Frequently,Always,Rarely,Frequently,Always,Always,Sometimes,10,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,Yes,No,No,Yes,1.003602323,Female,20,4,0,No,Yes,No,No,No,No,No,7,More than half the days,Several days,More than half the days,Several days
2716,14/05/2020 09:13,Mekong River Delta,week 3,4,10,1, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,30,4,1,Yes,No,No,No,No,No,No,10,More than half the days,Not at all,Not at all,Several days
2717,14/05/2020 09:14,Mekong River Delta,week 3,2,30,3, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,30,5,1,Yes,No,No,No,No,No,No,5,Nearly every day,Nearly every day,More than half the days,Nearly every day
2718,14/05/2020 09:19,North and South Central Coast,week 3,4,3,3,Yes,Always,Yes,Yes,Very easy,Very willing,Always,Frequently,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",Yes,No,No,Yes,No,No,Yes,0.983901189,Male,22,4,2,No,Yes,No,No,No,No,No,7,More than half the days,More than half the days,Several days,Several days
2719,14/05/2020 09:21,Red River Delta,week 3,2,10,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Not at all,Frequently,Sometimes,Sometimes,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,24,2,1,Yes,No,No,No,No,No,No,7,More than half the days,Several days,Several days,Nearly every day
2720,14/05/2020 09:22,Central Highlands,week 3,3,60,2, , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Always,Always,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Always,Not at all,Always,Rarely,Not at all,Not at all,Always,Rarely,Not at all,Not at all,Sometimes,Always,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Sinh viên ?i h?c,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,22,3,2,No,Yes,Yes,No,No,No,No,4,Several days,Several days,More than half the days,Not at all
2721,14/05/2020 09:24,Mekong River Delta,week 3,2,1,5, , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes, ,Sometimes,Rarely,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, , , , , , , , , ,0.983901189,Male,21,Prefer not to say,1,No,No,No,No,No,No,Yes,0,Not at all,Not at all,Not at all,Not at all
2722,14/05/2020 09:29,Red River Delta,week 3,10,50,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Sometimes,Frequently,Frequently,Not at all,Always,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Not at all,Not at all,Frequently,Frequently,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,33,4,2,Yes,No,No,No,No,No,No,5,More than half the days,Several days,Several days,More than half the days
2723,14/05/2020 09:29,Red River Delta,week 3,12,15,2, , , ,No,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Sometimes,Rarely,Sometimes,Always,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Always,Sometimes,15,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.010194793,Male,46,4,2,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days
2724,14/05/2020 09:30,Northern Midlands and Mountains,week 3,3,5,3, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,27,4,2,No,Yes,No,No,No,No,No,10,Not at all,Not at all,Not at all,Not at all
2725,14/05/2020 09:30,Northern Midlands and Mountains,week 3,4,25,2, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,5,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,25,5,1,Yes,No,No,No,No,No,No,7,Several days,Several days,Not at all,Not at all
2726,14/05/2020 09:31,Red River Delta,week 3,6,4,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002018568,Female,32,7,1,Yes,No,No,No,No,No,No,9,Not at all,Not at all,Not at all,Not at all
2727,14/05/2020 09:31,Red River Delta,week 3,5,0,15, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,14,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,27,4,4,Yes,No,No,No,No,No,No,6,Nearly every day,Not at all,More than half the days,Several days
2728,14/05/2020 09:33,Southeast,week 3,5,15,1, , , ,No,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Sometimes, ,Not at all,Not at all,Not at all,Not at all,Frequently,Frequently,Sometimes,Not at all,Not at all,Frequently,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.978442405,Male,37,5,1,No,No,No,No,No,No,Yes,6,Not at all,Prefer not to say,Prefer not to say,Prefer not to say
2729,14/05/2020 09:34,North and South Central Coast,week 3,3,5,3, , , ,No,Very easy,Very willing,Always,Frequently,Always,Always,Frequently,Sometimes,Sometimes,Always,Frequently,Sometimes,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Sometimes,Frequently,Always,7,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.983901189,Male,24,8 or more,3,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Not at all,Not at all
2730,14/05/2020 09:35,Red River Delta,week 3,4,15,5, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Always,25,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.978442405,Male,40,4,2,Yes,No,No,No,No,No,No,7,Several days,Not at all,Not at all,Not at all
2731,14/05/2020 09:36,Southeast,week 3,4,5,1, , , ,Yes,Very easy,Very willing,Frequently,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Frequently, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Not at all,Sometimes,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,20,6,2,No,No,Yes,No,No,No,No,6,Nearly every day,More than half the days,Nearly every day,More than half the days
2732,14/05/2020 09:39,Red River Delta,week 3,2,6,4, , , ,Not sure,Somewhat difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Frequently, , ,Sometimes,Frequently,Always,Always,Frequently,Frequently,Frequently,Rarely,Frequently,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,19,3,0,No,No,Yes,No,No,No,No,6,Several days,Several days,Several days,Several days
2733,14/05/2020 09:39,Southeast,week 3,3,20,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Sometimes,Frequently,Not at all,Frequently, ,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Rarely,Frequently,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003602323,Female,22,4,1,No,No,No,No,No,Yes,No,8,Several days,Not at all,Several days,More than half the days
2734,14/05/2020 09:41,North and South Central Coast,week 3,3,40,3, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Always,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,mua sam,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,32,3,1,Yes,No,No,No,No,No,No,6,Several days,Several days,More than half the days,Several days
2735,14/05/2020 09:42,Red River Delta,week 3,6,10,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.010194793,Male,45,7,4,No,Yes,No,No,No,No,No,8,Not at all,Not at all,Not at all,Not at all
2736,14/05/2020 09:44,Southeast,week 3,3,5,2, , , ,Not sure,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always, , ,Frequently,Frequently,Frequently,Always,Always,Sometimes,Rarely,Rarely,Always,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,26,8 or more,0,No,No,No,No,Yes,No,No,6,Several days,Several days,Several days,Several days
2737,14/05/2020 09:44,Red River Delta,week 3,3,9,5,Yes,Always,Yes,Yes,Very easy,Very willing,Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,2,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",No,Yes,Yes,No,Yes,No,Yes,0.978442405,Male,35,5,2,Yes,No,No,No,No,No,No,7,Not at all,Several days,Several days,Several days
2738,14/05/2020 09:44,Red River Delta,week 3,6,20,2,Yes,Frequently,Yes,Yes,Somewhat difficult,Neither willing nor unwilling,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Rarely,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not",Not sure,Yes,No,No,No,No,No,Yes,1.010194793,Male,45,3,1,Yes,No,No,No,No,No,No,5,Several days,More than half the days,More than half the days,Several days
2739,14/05/2020 09:46,Southeast,week 3,3,10,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,30,3,1,Yes,No,No,No,No,No,No,8,Several days,Several days,Several days,Not at all
2740,14/05/2020 09:48,Southeast,week 3,7,12,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Not at all,Frequently,Sometimes,Frequently,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.106610764,Male,55,7,1,Yes,No,No,No,No,No,No,7,Several days,Not at all,Several days,Several days
2741,14/05/2020 09:50,Southeast,week 3,5,6,3, , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,27,7,0,Yes,Yes,No,No,No,No,No,10,Not at all,Not at all,Not at all,Not at all
2742,14/05/2020 09:55,Southeast,week 3,5,2,10, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested positive","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.983901189,Male,21,5,1,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Not at all,Not at all
2743,14/05/2020 09:57,Southeast,week 3,3,7,3, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always, , ,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.003602323,Female,20,2,0,No,No,Yes,No,No,No,No,7,Several days,Several days,Several days,Several days
2744,14/05/2020 10:01,Southeast,week 3,6,40,4,Not sure,Rarely,No,No,Very difficult,Very willing,Always,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Always,Not at all,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Always,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,0.982348523,Male,30,5,1,Yes,No,No,No,No,No,No,4,More than half the days,Several days,More than half the days,More than half the days
2745,14/05/2020 10:03,Red River Delta,week 3,2,5,1,No,Sometimes,Not sure,Not sure,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Frequently, , ,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested negative",Yes,No,No,No,No,No,No,0.983901189,Male,23,3,0,No,No,Yes,No,No,No,No,8,Several days,Not at all,Several days,Not at all
2746,14/05/2020 10:06,North and South Central Coast,week 3,8,20,5, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently, ,Frequently,Frequently,Always,Always,Always,Sometimes,Sometimes,Rarely,Frequently,Always,30,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,33,8 or more,0,Yes,No,No,No,No,No,No,3,Several days,Not at all,Not at all,Several days
2747,14/05/2020 17:57,Red River Delta,week 3,2,30,1,Not sure,Not at all,No,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always,Rarely,Not at all,Always,Frequently,Frequently,Frequently,Frequently,Rarely,Sometimes,Not at all,Frequently,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,1.003602323,Female,24,4,1,Yes,No,No,No,No,No,No,6,Several days,Several days,Several days,Several days
2748,14/05/2020 10:39,Red River Delta,week 3,5,15,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Rarely,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.982348523,Male,30,7,1,Yes,No,No,No,No,No,No,8,Several days,Not at all,Not at all,Not at all
