caseid,endtime,qweek,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,House_rooms,sw_1_1,sw_1_2,sw_1_3,sw_1_4,sw_1_5,sw_1_6,sw_1_7,sw_1_8,sw_1_9,sw_1_10,sw_1_11,sw_1_12,sw_1_13,sw_1_14,sw_1_15,sw_1_98,sw_1_other,sw_2,i1_health,i2_health,i7a_health,weight,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1864,08/04/2020 20:27,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Always,Always,Rarely,Always,Always, , ,Always,Not at all,Always,Always,Always,Rarely,Not at all,Always,Not at all,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Three,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,10,3,1.090217312,Female,77,"Skåne, Halland och Blekinge",1,1,No,No,No,Yes,No,No,No, , , , , 
1865,08/04/2020 20:26,week 2,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Don't know,0,0,0,0.995916979,Male,42,Stockholm,1,1,No,Yes,No,No,No,No,No, , , , , 
1866,08/04/2020 20:27,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Sometimes,Always,Always,Always,Frequently,Always,Always,Always, ,Not at all,Not at all,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Always,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,jag arbetar alltid hemifrån,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,"vi bor på landet, stor tomt, inga nära grannar",Yes,1,9,3,1.090217312,Female,73,"Skåne, Halland och Blekinge",2,1,Yes,No,No,No,No,No,No, , , , , 
1867,08/04/2020 20:27,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Not at all,Rarely, ,Sometimes,Not at all,Rarely,Sometimes,Frequently,Sometimes,Not at all,Not at all,Sometimes,Sometimes,20,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,0,20,6,0.891763638,Female,30,Stockholm,1,1,Yes,No,No,No,No,No,No, , , , , 
1868,08/04/2020 20:28,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Not at all,Always,Rarely,Always,Not at all,Not at all,Not at all,Frequently, , ,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,__NA__,Yes,1,50,2,1.564194861,Male,33,Norra mellersta Sverige,2,1,No,No,No,No,Yes,No,No, , , , , 
1869,08/04/2020 20:29,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Rarely,Always,Frequently,Not at all,Not at all,Frequently,Rarely,Sometimes,Frequently,Frequently,Sometimes,Not at all,Frequently,Rarely,Sometimes,7,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,__NA__,No,4,100,4,0.975339128,Female,50,Södra mellersta Sverige,4,2,Yes,No,No,No,No,No,No, , , , , 
1870,08/04/2020 20:30,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Rarely,Rarely,Always,Not at all,Not at all,Frequently,Always,Always,Not at all,Not at all,Not at all,Always,50,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,__NA__,Yes,4,30,1,0.914302488,Female,37,Norra Sverige,5,4,Yes,No,No,No,No,No,No, , , , , 
1871,08/04/2020 20:34,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Not at all,Always,Always,Always, ,Always,Frequently,Sometimes,Sometimes,Always,Sometimes,Not at all,Not at all,Not at all,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,4,0,0.947007905,Female,64,Södra mellersta Sverige,1,1,No,Yes,No,No,No,No,No, , , , , 
1872,08/04/2020 20:34,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Not at all,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Frequently,Sometimes,Not at all,Not at all,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Seven,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,1,2,1,1.090217312,Female,60,"Skåne, Halland och Blekinge",2,1,No,No,No,No,No,Yes,No, , , , , 
1873,08/04/2020 20:36,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Not at all,Not at all,Rarely,Not at all,Always, , ,Frequently,Frequently,Always,Always,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,2,3,0.947007905,Female,72,Södra mellersta Sverige,1,1,No,No,No,Yes,No,No,No, , , , , 
1874,08/04/2020 20:37,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Not at all,Always,Sometimes,Not at all,Sometimes, ,Not at all,Frequently,Not at all,Sometimes,Always,Always,Frequently,Not at all,Not at all,Not at all,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Seven,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,4,4,2,1.271742605,Male,20,Södra mellersta Sverige,5,3,No,No,Yes,No,No,No,No, , , , , 
1875,08/04/2020 20:42,week 2,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Rarely,No,No,Not sure,Somewhat easy,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,Yes,7,7,2,1.564194861,Male,35,Norra mellersta Sverige,1,1,Yes,No,No,No,No,No,No, , , , , 
1876,08/04/2020 20:43,week 2,"No, I have not","No, they have not",No,Yes,No,No,No,No,Yes,Frequently,No,No,Yes,Very easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Frequently,Not at all,Frequently,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Eight,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,I trädgården o på kvällen promenerade 20 minuter inga människor ute,Yes,3,20,2,0.985185357,Male,49,Södra mellersta Sverige,2,2,Yes,No,No,No,No,No,No, , , , , 
1877,14/04/2020 08:15,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Frequently,Always,Frequently,Always,Always, , ,Frequently,Frequently,Frequently,Always,Always,Sometimes,Not at all,Always,Frequently,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Don't know,0,4,3,1.480587926,Male,22,Norra mellersta Sverige,1,1,No,No,Yes,No,No,No,No, , , , , 
1878,12/04/2020 07:53,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Always, , ,Always,Not at all,Sometimes,Always,Always,Rarely,Not at all,Not at all,Frequently,Sometimes,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Six,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,2,3,2,0.89343102,Female,68,Stockholm,2,1,No,No,No,Yes,No,No,No, , , , , 
1879,08/04/2020 20:52,week 2,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Sometimes,No,Yes,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Always,Not at all,Rarely,Not at all,Always,Sometimes, ,Not at all,Sometimes,Frequently,Always,Frequently,Sometimes,Always,Always,Always,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,25,1,0.971294209,Female,67,Norra mellersta Sverige,2,1,No,Yes,No,No,No,No,No, , , , , 
1880,08/04/2020 20:55,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Frequently,Sometimes,Always,Sometimes,Sometimes,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Rarely,Frequently,Frequently,7,No,No,No,No,No,No,No,No,No,No,Yes,No,No,ingenjör,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,__NA__,Yes,3,15,2,0.936105015,Male,39,Södra mellersta Sverige,4,3,Yes,No,No,No,No,No,No, , , , , 
1881,08/04/2020 20:56,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Sometimes,Not at all,Frequently,Always,Sometimes,Rarely,Not at all,Not at all,Rarely,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Three,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,__NA__,No,3,6,2,0.894549481,Female,32,Norra mellersta Sverige,4,3,Yes,No,No,No,No,No,No, , , , , 
1882,08/04/2020 20:57,week 2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Always,Always,Always,Always,Frequently, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Not at all,Always,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,0,5,0,0.947007905,Female,63,Södra mellersta Sverige,1,1,No,No,No,No,No,Yes,No, , , , , 
