RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
2348,14/05/2020 01:54,week 3,2,0,0, , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Always,Frequently,Frequently,Frequently,Frequently, ,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.98164879,Female,51,Taipei City,2,0,Yes,No,No,No,No,No,No,5,Several days,Several days,Several days,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2349,14/05/2020 01:54,week 3,4,50,5, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Not at all, ,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Not at all,Sometimes,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.98164879,Female,47,Chiayi City,5,0,Yes,No,No,No,No,No,No,5,Several days,Several days,Nearly every day,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2350,14/05/2020 01:55,week 3,1,0,1, , , ,No,Very easy,Somewhat willing,Always,Frequently,Not at all,Frequently,Frequently,Rarely,Frequently,Always, , ,Sometimes,Sometimes,Frequently,Always,Always,Rarely,Always,Always,Sometimes,Sometimes,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991796761,Male,26,Penghu County,4,0,No,No,No,No,No,Yes,No,0,More than half the days,Nearly every day,More than half the days,Nearly every day, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2351,14/05/2020 01:55,week 3,0,2,3, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Always,Not at all, ,Frequently,Rarely,Rarely,Sometimes,Sometimes,Frequently,Sometimes,Rarely,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002467659,Male,21,Kaohsiung City,4,0,Yes,No,No,No,No,No,No,5,Several days,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2352,14/05/2020 01:55,week 3,3,2,5, , , ,Not sure,Very difficult,Neither willing nor unwilling,Frequently,Always,Sometimes,Always,Not at all,Rarely,Not at all,Not at all,Not at all, ,Always,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Sometimes,Not at all,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974340555,Female,34,New Taipei City,4,0,Yes,No,No,No,No,No,No,4,Several days,Several days,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2353,14/05/2020 01:55,week 3,0,0,1, , , ,No,Very easy,Somewhat willing,Sometimes,Always,Rarely,Rarely,Sometimes,Not at all,Frequently,Always, , ,Frequently,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Always,Frequently,Rarely,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991796761,Male,29,Nantou County,4,0,No,No,No,No,No,Yes,No,4,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2354,14/05/2020 01:55,week 3,3,5,2, , , ,No,Very easy,Very willing,Always,Frequently,Rarely,Always,Always,Sometimes,Frequently,Always,Rarely, ,Sometimes,Sometimes,Frequently,Always,Always,Sometimes,Not at all,Sometimes,Frequently,Always,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.999235929,Male,50,Hsinchu City,4,0,Yes,No,No,No,No,No,No,8,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2355,14/05/2020 01:55,week 3,2,0,5, , , ,No,Somewhat difficult,Very unwilling,Sometimes,Sometimes,Rarely,Frequently,Rarely,Not at all,Sometimes,Always, , ,Not at all,Not at all,Not at all,Not at all,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.10822665,Male,70,Tainan City,2,0,No,No,No,Yes,No,No,No,5,Not at all,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2356,14/05/2020 01:56,week 3,5,0,2, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Frequently,Frequently,Frequently,Not at all,Rarely,Not at all,Not at all, ,Not at all,Not at all,Frequently,Frequently,Frequently,Frequently,Sometimes,Not at all,Not at all,Frequently,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.08872121,Female,57,Keelung City,2,2,No,No,No,No,Yes,No,No,4,Nearly every day,Nearly every day,Nearly every day,Prefer not to say, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2357,14/05/2020 01:56,week 3,8,10,3, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Rarely,Always,Rarely, , ,Frequently,Rarely,Rarely,Sometimes,Frequently,Sometimes,Always,Rarely,Frequently,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.984823639,Female,19,Taichung City,4,0,No,No,Yes,No,No,No,No,8,Several days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2358,14/05/2020 01:57,week 3,3,2,2, , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Not at all,Frequently,Not at all,Rarely,Frequently,Frequently,Sometimes,Always,Rarely,Frequently,Sometimes,5,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.999235929,Male,53,Keelung City,4,2,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2359,14/05/2020 01:57,week 3,1,10,1, , , ,No,Very easy,Very willing,Always,Frequently,Always,Always,Always,Rarely,Sometimes,Rarely, , ,Sometimes,Not at all,Not at all,Frequently,Always,Not at all,Not at all,Not at all,Rarely,Sometimes,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.984823639,Female,23,Hsinchu City,2,0,No,No,Yes,No,No,No,No,8,Several days,Not at all,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2360,14/05/2020 01:58,week 3,1,6,1, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Rarely,Sometimes, ,Always,Always,Always,Always,Always,Frequently,Sometimes,Rarely,Frequently,Always,12,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991796761,Male,32,New Taipei City,2,0,Yes,No,No,No,No,No,No,5,Several days,Not at all,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2361,14/05/2020 01:59,week 3,1,1,0, , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Frequently,Not at all,Frequently,Sometimes, , ,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.987021721,Female,38,Taipei City,1,0,No,No,No,No,No,Yes,No,0,Nearly every day,Nearly every day,Nearly every day,Nearly every day, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2362,14/05/2020 02:00,week 3,0,5,1, , , ,No,Very easy,Very willing,Sometimes,Sometimes,Sometimes,Always,Always,Frequently,Sometimes,Always,Not at all, ,Always,Frequently,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974340555,Female,29,Hsinchu County,1,0,Yes,No,No,No,No,No,No,1,Several days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2363,14/05/2020 02:01,week 3,2,3,1,No,Not at all,No,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Sometimes,Always,Rarely,Always,Not at all,Sometimes, ,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Rarely,Sometimes,Rarely,3,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.974340555,Female,30,Taipei City,3,0,No,Yes,No,No,No,No,No,6,Several days,Several days,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2364,14/05/2020 02:02,week 3,1,10,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Sometimes,Rarely,Rarely,Rarely, , ,Sometimes,Rarely,Rarely,Frequently,Frequently,Not at all,Not at all,Not at all,Frequently,Sometimes,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.984823639,Female,23,Hsinchu City,2,0,No,No,Yes,No,No,No,No,8,Not at all,Several days,Not at all,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2365,14/05/2020 02:02,week 3,4,200,1, , , ,No,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Frequently,Always,Frequently,Always,Rarely,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.987021721,Female,44,Taichung City,4,1,Yes,No,No,No,No,No,No,4,Nearly every day,Nearly every day,Nearly every day,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2366,14/05/2020 02:03,week 3,1,0,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Rarely,Always,Not at all,Always,Not at all,Always,Frequently,Frequently,Always,Sometimes,Not at all,Not at all,Rarely,Frequently,Always,4,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002467659,Male,20,Taipei City,3,2,No,Yes,Yes,No,No,No,No,5,Several days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2367,14/05/2020 02:03,week 3,3,3,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Always,Sometimes,Frequently,Sometimes,Sometimes,Frequently, ,Always,Sometimes,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Frequently,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,1.002467659,Male,20,New Taipei City,6,0,Yes,No,No,No,No,No,No,5,Several days,Several days,Nearly every day,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2368,14/05/2020 02:03,week 3,4,5,5,Yes,Rarely,Yes,No,Very easy,Very willing,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","Yes, and they tested negative",Yes,Yes,No,No,No,No,Yes,0.999235929,Male,49,Tainan City,5,3,Yes,No,No,No,No,No,No,10,Not at all,Several days,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2369,14/05/2020 02:03,week 3,3,3,2, , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , ,No,No,No,No,No,Yes, ,1.004705121,Male,35,Taichung City,4,0,No,Yes,No,No,No,No,No,5,More than half the days,More than half the days,More than half the days,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2370,14/05/2020 02:05,week 3,2,2,5, , , ,No,Somewhat easy,Very willing,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974340555,Female,27,Taipei City,2,1,Yes,No,No,No,No,No,No,5,Several days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2371,14/05/2020 02:06,week 3,2,2,2, , , ,No,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974340555,Female,34,Miaoli County,5,0,No,No,No,No,Yes,No,No,4,More than half the days,More than half the days,More than half the days,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2372,14/05/2020 02:06,week 3,1,0,0, , , ,No,Very easy,Very willing,Always,Not at all,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004705121,Male,40,New Taipei City,2,0,No,Yes,No,No,No,No,No,8,Several days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2373,14/05/2020 02:07,week 3,6,15,3, , , ,No,Somewhat easy,Somewhat willing,Frequently,Frequently,Not at all,Always,Always,Frequently,Always,Always,Not at all,Not at all,Not at all,Sometimes,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974340555,Female,34,Tainan City,6,2,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2374,14/05/2020 02:07,week 3,3,1,0, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Always,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974340555,Female,25,Tainan City,5,0,Yes,No,No,No,No,No,No,6,Several days,Not at all,Several days,Several days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2375,15/05/2020 07:50,week 3,5,2,1,No,Rarely,No,No,Somewhat difficult,Neither willing nor unwilling,Always,Sometimes,Frequently,Always,Always,Sometimes,Frequently,Always,Not at all, ,Rarely,Not at all,Sometimes,Frequently,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.991796761,Male,31,Taichung City,5,0,Yes,No,No,No,No,No,No,6,Several days,Not at all,Several days,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2376,14/05/2020 03:21,week 3,4,10,2, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Sometimes,Always,Frequently, , ,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Always,Rarely,Rarely,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.002467659,Male,24,Kaohsiung City,5,0,No,No,Yes,No,No,No,No,5,Several days,Several days,More than half the days,More than half the days, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2377,14/05/2020 04:22,week 3,2,15,3, , , ,Not sure,Very easy,Very willing,Always,Always,Frequently,Always,Always,Sometimes,Frequently,Not at all, ,Not at all,Always,Frequently,Frequently,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974340555,Female,33,Taipei City,3,1,No,No,No,No,No,Yes,No,6,Several days,Not at all,Not at all,Not at all, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
